180215110847.598|11|LTAfdGZ9uu1UXindyRmKt3Aubo4fn8XoFVIIAddcI3aoeIZbSosHPnKiqKhDUgLvkmN4ItmMGtGxKj12CUG20o2bWVP0hIXnvA1vx0fHpNSfyNV8W0M6bOS1fOdpvZxd5ccL6yHMVsxZ3ExMDUBHXkLwSCZBnQBglyH2aKfxdX0vT0AWbyacaac9PodE6ju4egGYL0sOdsPL8pwR1r5P4IiS4caoqtuDMXMPmuhsV7GV3KVaf8XtMYwBjqwWpiD6KXBZm358MCFCv624qzeW32PYFkTHZkYTOd6dzZAXrt8XCuH328Ky7hb5Q2gIMRg8JzICgy5HWh04TsZwXkcGVWPWMMeR0Exw7JOt2lQr7tJFpkagp24MutReHjLG2gNnGwOvkGUGMJ7vWiSTc9wfucBe0hG80n4IxmRKqypIdp8q3u2LBlbErrB0E5PdIFJDpAyyyhOy8QMpt50NCAAi1Cv6uATzurz1Wbpo1C6BGasQhLZ3FOf3BvV9DHMgpv9svQ0NS38N7eNGdhSw1zef09CSW2u1wo8XLUHwQ0xZmJtykR3QoYbHQCZrCAn1OlWPTL5AH8Y1vW1WFrckrq0ntgW8UfykkcWpizLj5DrQeHHp3dyCmc1mo6Xl8vLR0KJowqkRPUe0hVBl8dJbuQsKHOL0z0VfJCAGlcPWn818qMvTRa998iOkWiEFUQYTEqMOU3vGGYx6d72PslVlBbnewBXKc8Y6gIDHWK94owItImTejxWqXDKtMgWs68ct7WW183FLCvCgWsqEbg3BFtKDyoa4ClzZJVrSZfFPZZRa7gnqmgBceAsPfoXvNDwJVdccn4BHcgrt6YFCvSNcR4819Z3LbAKTjYKfqzpxH6M4pGRjT88RYARNCtvceOabIsYUxBzY0UbSRU6gDaUCeXBMJv7ZJPqWzMGKt4at3zmCgL4YbD8KETtjKdIQ9v2ECzbn4400ajtNlY91AsWOOvLruy8c7lOO6affcpMCGxQsJKlv0wPQ1u8jvAYATrIASwJe
180215110847.599|12|PbXPEkUUNcJbbzmCFlURo9usveMoNkIQLPtQ4huKd8pUvwH5XV4Q60OpZHKoxjzAdJvmKiLz4nV7qHBeAj8sMqusIOxfsRjs9VsMavv3co07x5wnJePKHpNMTSOERFJIxAqIKjjFHxbX27d9MhiUaV8BG4Tk2kKQH1bX7QjsbYAIkmEQ9Y3VAQzXErMlUd0yoXjjh2mKc3ZryCl97IwFYP6OMmw1S4XnxLqS1Tql3WaFQ0tf3y9lBVcAwGOIfTBHRTO8mLoEoXPckCTaddcvIBkKOtwDcl0gnbo4iHWQlKVPBuBLmdbS9G3icLvo6Imlt6O6up1oDpaelDxwYAqoEXKZDxK1AJt98rxrqtXM9O5hhpXFGb1F1Ik9fEbHEFMOnOH56WVjhMIJgjnHscfMm58ht0mmVF1iuwROZ0iAYLTFVce4X0pxN0ruB73PeytQDJkOFzdt8idiQDpbGvnl5sSu6bdvzaNK65eSHUunvsRVKQZKy1BHbgtWcJGAWPqpvBeX1moD7uyTk0JQrKoj3uoXiF6gD4fZUFpebovurv4pBnbwNLu0RCk9bX7HYnWNnHAApauEsVLtrar5nOWsgxKvlrRzKvzXPp6EzXIYCm8Omg7I4ZPhpFOCSwpuJatAv5JLiriHf924FLUYh0lbE5eLP2sT5pu8aRyIzKEXuurJjrFgGWCrPeiylhfhk9AZR8aLBvouu0UYSfFBTuUcr5W3yCcoxXzUW1lbWDN6WqH9TvLmkznndgbLK2BsdN5b61AsZQCxnAFOWTW5btqoGeeutbiujxe0JJLBAX3NZO1Y0Ss5dHVM1tGY9FX95MKHcbs2kafGnhsMTQ0oUgB12OfDwLZf9rAqKNaOIUl5Y8ItpIDvK5RG5HphjAYwxLzkkB1u4L7F2MMOHROlxMCGVMxludZ9xc3OMh9SCvjeWEwbKZPocv5LOlJHdScxKgruSDuw2ZmCw8S9HF4LSQg0kMHxK4Ejqjrf4Jip3jrgLqDJrenSfFcm2YuMIrcxmAvT
180215110847.612|13|C0kQtyUoVHxwNHEgq9NccXTIEUIFN21WqEsSqgsYBVE1z27tMOAs5eCt0QpRA2CIuFCjprQ5IWcmi9PPTwHuz3VYu7Uu7uPcIaFnglSA3eNT52A7DVGokkYealCIqVTHge66gKfezbhuUoiF4Sd1FA9GS3bSgWnRaDS8x3rWYz810WE6xYieAgdOkzWk8JyOb3R3KxCBsoAFBvSkV8d626lyEBXEiekDUEAk4IglLk7YBothNrUbf5oNTt8RLXAi0AlDYvy4gqAT0LTarvEEnbBp4bE45jPiURrOF7EaanRDLY4iwVWbrpZbQbpKF1ZkO41D11COSVXNxNlstejKYuP8M8vAo4flXPF28xnSvnW3DxoYCD683srxsF1OauqUocIlEYcByLfSSVQ9DuvpHZpsVgJ4XSu1m6lrt1SMYLCwPzzsv4Q3xqzxvWDpXGNBwvhb8gTBhZCSVKbN3zLErVqjoHam3KplsjHJNOO7TS6xRM8dw9eQAx5eAPm9wKzy
180215110847.613|14|JwCBi73hejfVyFxgGN2IACjDAvHk3qiGwTsHiOEtQIwqcECpTlNzEJNkUVyFv8IUHbUwBydMdnreIKzgZ9WtvB4AMXsXXtVyoX4Kp6UKmODPN4Btduvxblx4Owe9QwzrfGDX45njKzG2C8QHdLyUReTbtrmoS9fqSbS8rGyjrnI2CMfslfaRc2lvHh9gi45bcHMZe4UMcnw9eSSkc1whl2fiUoVeN8Q8R4fWd0God7P1PEfCRAyznEA9ezL1tCI1YkL0D9kRj9QrlN05K5TWCwXeXMh72YPbnwretqbFF9pYsrGYDuCmrrOGKMZBSMoWp9kmlTmlJcnXgv5I3SleVesYgRJmL4YKUmmmZeJT3Gd5s5OHczeeKZzlMWMz1HAjxcGjxuK6OgOMihVpo0MROiBSmlGmvr1vOht2ztM53ZOqpd6VC6EbmMwYpGTa75438i7QwEAsLEUrYVkRhafT4rvMcsh1W0Bbapqhgcgk4MPWuJ3inqBcm9wTlpoH0NU6vxodgXNwiyFesEG7eTj0rvie9wyj2Ejoef1Vs5SItTvUVTspOX23IqXl6wEQ035dqbEJuR2kQWBkQCYdEj2iBqOnwjw3gfPMcWiGugpTYZKR1V2YqnD5lirrhvtr2QzDgfB6mQ5XzmLbaKW7ALZlcEO8D23TjGMeB28MMwQfCQEdZ3rbOHjYR9HYt24czddSEPQaV6RiRLcoRVyXBydbiZBAC9hJrvm832ya7E1wGoyrxyTYvYT576IJwv84HwyiQAksgu9HQHzuCbpXutLI6Ouz6Tjl54j2q0Dv8xegHnTvMR9liccxmoWMZJO1M0UM1J38jMkvaATbZr41MV1hERrxmdR1mqVpm1vUaiM2NTfBTErbCrRYr9pp0E06P4uXl5k8Y1KCTsG36SaZ5IjZ51P9UXcmCTe5KWI5qBGPOR03BL4DaHssGCs4XK6RKHiyv4gklEtELDzd9Nk1Cc10jsnucR5abv8AqmccoPTU2fGCHXjDwud83JaSWoM0dZCX
180215110847.614|15|5DJxoRFIgmAE4Psf9uAvkuUSjR6fLVba727YUiAyETaPXUSzBYCtCM8IhIJfkp5dt9rDb8PdhsEiQS5BYWS21aotLGajHDvbFSSDLLb5Gnb5IWwDEwLDW6qGXbofnhPq7qlihJ6DONY6qBVSwe5U2NYH4DFRXl13eKiuuibDotXJI8HMonZb4pWrDN8xcWROYvYqCGroU9QVVLKKUbWTsre9Cg8ePCvRMyxghM32NG9ZDM7ZrZyoxW89HASBvp3irXQFCF80ZbgaRVd30Rcf6Urm2g8wJ9BWIh9nLUAgi8Y1EBXuLi11si9sPUy3uHjUww3UD4fSmcOCeM2uj9RKNcmvoO9LM82RYZsy54Aak8bivjH9Bw96FMnvxMVxVtkBVkctpIQXuuuML1L1ayoRiGb1lHMJ6J9YECnzDWlCczYs5HN5bGkmEsLB4YcR6dJgimpTbOkZzN1XbfV9bzZNk13LwAt5uOo9T58NE9ZWNHeGtGhNyfHS876signnIEAP
180215110847.624|16|qah87bZHXuxBJ5ECdC5Meg7lltkmIaSjB1tUDDoERDskiwTgF3fCqypXyWoLOqbzSDUZemDgKKdAhfrntbwFfLVhgaPT647CBnLVLspw6ynU2b3FRJd6bRqRalAAu8Ud2pUkbDQomYiOWa9OiqLVSvh4k1RoJbVlJSdQXGIBNOzKStShxiYmLSDCkC9TUb0CbELX1oUxJyaOLWNrpYkbW4Mnc0Qx4ew8M3CeBLMHuMp3s4mm4wli27BVMio1RFlfFS19YhQnlyXZCNJI0w2S9bJdboCwJIZvNbglkUNA8TAHjt40APVTbjdtvgmsvV1qpv6CC0QKiiwcJfqKwUoOoMSfUp5JfT34cDS4Pu21H1eQUJNXt0RJSaRyJ4rdvncqUl19NmXy9KWuaW8kHaxiUjyYr1GH1ctobEZXt5pzEYqbnCpSgRTFrFWqqlfHjQfattaNvYHoEpADcFu7ZprsTFLEMXwWzdIZ2enqSRlWvRjn58BQMUr0pVVO4e5nBWLQ
180215110847.625|17|bekNThmCvwwh8YBkl9H9zXgMV8oEnE0LQBjKGrncx76AWT2HgyzAhtKO2CkhaMGlis8rvZNOmoYIXL9KxuCJqaguKtL6BGqjJGQPhBan4GD9Fv9ux80OSwShXeOHKg3a
180215110847.639|18|es7R5xb75RK49DaJPcOeYcZjvBxtGo4cT23sVdmZeqJ3hbydjwrCiR1iuK0ffgohlEPx7PX8TDrdWr61kk54ldOaBk8kIjQBQhO2C0xJjts1QeiLnZP0p1BV3CzASvBFALif47M8PwIoCMEqM4KFUOJTac246hG0fHyHhUve5x65ahSBgN2oBVyipinucIXtWshFbONkNR6De6lmpjjHkR9aFmhCnZCFmMuqn151tm8lxuu2As8bUQINHd0AlCt6pzuh8JytBO2npGGmV6VfPekdGNWPnkexuTvhvssE4kscsxLAwkLDAgOlFzjKCkPdnsvBioaCuGL8VXQu4bjijfZyzbWlMnHH7KadQxWzXdI4h5Fwi99e2gy5x23JGFHbEhYt3wRANZMaq4ckvcyh2PJYTLCjbUIrA5zMs5NtXsCaRSHy53w7xNaSd8f8AJGIXGzqh2rutOkMqhszYuXKv97G0inlIs8Vjx8f0NDoygXZoeZ01TT5Oo1Dio7Btk9c
180215110847.646|19|aNaC6moy6BGEf25JXcfMKFRC0Clq6mQNc0xCOMMaZU4A8Obj0r4sJTLVG0BTHccwFB5LqqsdXjZh9UoSE5T2bH1n1k1HdBJGTB1FcbSUi7JNidtpggbxkASagElaE8adQBD8Cv1J3lOIbnx4MydC038Eq8SoKMm9jr4HCIEQ8LZIpN6gefqLftqIfb8SAV3PrAbLm5z6cjtWSgPaV8jdJHNzQLqqJYYaoBNOSc1hIIidFbnc9tBMYAORkUTtsjn1y00uJ5RJ2g4qov8w7Aka9sRG3GbuZdzbhgtAyG5rTFSVNs6j8UVm5HkibUuvvDuV0IfahuUbTzGZstM9M1XqHpHMBTGOXbiYwXEI6tKnOnc9fbLmBrScYzIZFCG6V3mLxib4jux7cCEEi1HA6LZuQxHQPBbK97BxtlTMAZDB3HCEPo0QBdpRDIRq48wZaa42ESUoGRZV72nhlY3XdFIKBJNP4vdABEKKGGSoJrJQAaGASnsWcQp7NUGRZEF9QhmP
180215110847.668|20|ItdCyrgBnEMGuWU7ThjrkX9pETD8QvEoEm1R3YClYf9f1DQkqRc2DrrnjtULlRdb9BiyJu1c2mk17Eo8CZsIDEc1FysyLBI34JY7omqjEGGXnYO5YOa7z0s8nVAoLMqQ
180215110847.678|21|EDvy7pfrcxKglR08731I0uyhE7DdbZJSgXy20170ZIliBLWi7PLyrXK6o6JdJgn3zj9hF0O6vEWearsbh5Efg1bA3mGIGdNvISfh3toY5acmWHmAMCL3M0V7u8OA4y4v
180215110847.685|22|lD6o88YKKyfahWuJQUmEx9TUotg5238xrk6iVxWUlLaFKpnK6bl69JknwdS8dMBoycOP2vQ5r1uw9HQRM4h5HdXUfrv76SssEY1IW6z13STM55iFfidYyEnTs6zPi3L6q4ApdeAqG8dLKWzGNIuPzajK5gxiEX1YjaVy6bLGOzmR93saObVgQgi3KMnPxXk07zdrLbA8Ew9dWFCZR3p8WMNsMOtBHBus07vDpXeMvZdtK5P81gYBrtGj22CD1bq30XEfsRvzgNerkigkMBKaM6FMxNKcQApLC5vqEASXCxqxJXNg6FttSPeWwf9a7gplfJfzphYnztmZxofFZvWgvEpenyNZtKSBriUH8OxeOWf2CB53htxeME3ieV5PYH1JCfIQhiopc4HF316iDFRr92UgYTfhN4l91SpTKeZs5YHrQ7eQvyCC6OArecVlsoGcBzn2lraUOCNzbxe3wUDrXBISYRegSMenHXpscPA7GcxfHPTHsMiXiFC4RJvewAf0h7igtX2KrYuWfKcLl1y3SRzB5ynAru8ugzKhyv9jkHqYcVXuvVwI1zCyBBO0qWwg4plPTC7btsDHiHfekN2GE4IfZ0GnmuhEzRmsYxO4IcK56cUb17exlcD26FYMnLHlbcUuI5q2ypFPVKW5vLXsnpscZmuxv590W5bkqex4zUvyQaaMsWugOuUpEyk79Nqbvv0Kmfdr8rQwUc3rm9NIoquYFtw6X7QnBTQ88SIsuMTmTzMt3Wy7ptGcnwJEalVzFnxCMT8NPb5vdFPn17RFQBPzaTdScbUm28WkI3Pmjt2PZWKaBjnJC0gDKQpgTEPAQF16v9OFZOtx3g1KoigHOCHgIwPOjqjZv2eyNqvZazowaB4zbrMgPNBgEicqxRikCRtrEYotbfnUWUQu5kOxyzMi3TnwS0tyQdQkweZZxpSAG3pR8BzXYnFxAmUpPSHfJa2QsUmolvgkceJykTnNFR4dENbwYtz4tsdNcobY573OnzKTnhRNl2ZdtzMbpyS2
180215110847.696|23|4gv1ltP1FuPAKwDAHRAbYNfIBoT1M0SAN5z6XiFbiuiZ54djugzwveIZtq8xfI9uNenDcMhLHQmiwz7MIO2Dt36JE9Lvlh8rsaM1n2AFPPmF8SWoZOt1Rmoz9TF0aYnfvT3rDoOlL6znsAdLxlflfATQ4B9GgickjHoZaVVccNAH7Ts6c2LbusCYZqLPI0XmaIAsE7aa3tB21S2vUTRtpwIWZsiFWdCZRbDhoSC75c2gQmhpD9Q8OW3xbhmBQpLEUss0vOuDV3KHIXMgd67QZz6S2hZdkPA2zdKVRjw7WKETsXb2KVvOZN1IcLWXNPGocn3VOW0j3HE3Ojun9rLfsrvYegKhXLMNweeayYNiPeB2oF8nOrbRvnHb4N9wxe5yEJy7KfxkVEd0tbOn2L3X1H9kdwvkvlLvzbnvp9H2LjCaKl1snXoMtfuEudIn0Cek8YZVcFGOa3Y8zWWjti4b1SIN8UYpoo6VydhTBaaKiCZ3CMEnrAIlDRY0GzCwOokg
180215110847.711|24|716btRFbOl4K58WEfvvfp6r94cPqVH2DQ4ttVUArJnNJXAu4FfPgDhzlYcDr9mv1bIndXHZoT5GpNJTQEzYG2ccB5190eu5iWMyAgW7298yfCQYTvsohr7G4iEvACinPVQZzTjeVcmjnP6WHpZzLVvjDyYmEDIpoXd58mG75eeuZutqtunht0xjbls3GcFhwj2uxmzzpBfxxjNxcFxI1E0cL2OolikoWLnLBPipAPuHKvIkJrubFvL25F7WHEFgP4bd6CAnpMmJH7y5qESLaocxnzbXTq59i6CidSH9694EG29hOrBQKxJryG3dWL6jtsCt2hkB0H07hbjADaooiuMtLr3CNYtcvn6QOa85O26GqumjSc5fZ5O9NuowNe1r0uPqKpY15lT9b4QU51476JuIjCuUbjUyfoJMUhRe4FLW7UaEQStHVcCBatEPJFtPd5J7ciSB0Ztyaqr8keD9oAX5YtdH9jUUQ7ypBUvIWctEmgKilNN1TbroBnpKYzJDg
